,主催者,共催・協力,タイトル,サブタイトル,内容,サブイベント,学ぶ,ふれる・感じる,体を動かす,奏でる,乗る,見る,作る・描く,収穫・採集する,その他,"集合
場所",建物,住所,緯度,経度,所要時間,開始日,終了日,開始時間,終了時間,スケジュール備考,開始時間,終了時間,スケジュール備考,就学前,小学生低学年,小学生中学年,小学校高学年,中学生,高校生以上,対象者備考,募集人数,事前登録,申し込み方法,"申込
締切","申込み・問合せ先
",料金種別,金額,料金備考,問合せ先部署名,郵便番号,住所,電話番号,FAX番号,内線,email,ウエブサイトURL,説明
MIC002,総務省,,”星空まんげきょう゛を作ろう～抑留者の心の支えとなった星空～,,戦争が終わってからも、苦しくつらい体験をしたシベリア抑留者について分かりやすく紹介します。まんげきょうを作るワークショップもあります。,,1,1,,,,1,1,,,"《受付》
中央合同庁舎2号館１Fロビー",中央合同庁舎2号館,東京都千代田区霞が関2-1-2,35.67553,139.751833,10分,2017-08-02,2017-08-03,10:00,16:00,随時受付（希望者多数の場合、お待ちいただくことがあります。）,,,,1,1,1,1,,,,,不要,,,"担当部署：総務省大臣官房政策評価広報課広報室
郵便番号：100-8926
住所：東京都千代田区霞が関2-1-2
代表電話：03-5253-5111
直通電話：03-5253-5171
web：http://www.soumu.go.jp
",無料,,,総務省大臣官房政策評価広報課広報室,100-8926,東京都千代田区霞が関2-1-2,03-5253-5111,,,,http://www.soumu.go.jp,直通電話：03-5253-5171
MIC003,総務省,,こまりごとたすけ隊～行政評価局のおしごと～,,・行政評価局が実施する行政評価局調査や行政相談により改善された事例を紹介したパネル展示や、行政相談に関するゲーム、プリクラ風シールの撮影を実施することによって、行政評価局調査や行政相談が身近な存在であることを学びます。,,1,,,,,,,,1,"《受付》
中央合同庁舎2号館１Fロビー",中央合同庁舎2号館,東京都千代田区霞が関2-1-2,35.67553,139.751833,,2017-08-02,2017-08-03,10:00,16:00,随時受付（希望者多数の場合、お待ちいただくことがあります。）,,,,,1,1,1,1,,,,不要,,,"担当部署：総務省大臣官房政策評価広報課広報室
郵便番号：100-8926
住所：東京都千代田区霞が関2-1-2
代表電話：03-5253-5111
直通電話：03-5253-5171
web：http://www.soumu.go.jp
",無料,,,総務省大臣官房政策評価広報課広報室,100-8926,東京都千代田区霞が関2-1-2,03-5253-5111,,,,http://www.soumu.go.jp,直通電話：03-5253-5171
MIC004,総務省,東京都選挙管理委員会・明るい選挙推進協会,総務省キャラクター総選挙2017,きみの１票が、人気NO.１キャラクタ-を決める！,・実物仕様の投票用紙や実際に使われている投票記載台・投票箱を使った人気NO.１キャラクターを決める模擬投票を行います。選挙に関する簡単なクイズコーナーもあります。,,1,1,,,,,,,,"《受付》
中央合同庁舎2号館１Fロビー",中央合同庁舎2号館,東京都千代田区霞が関2-1-2,35.67553,139.751833,,2017-08-02,2017-08-03,10:00,16:00,,,,,1,1,1,1,,,,,不要,,,"担当部署：総務省大臣官房政策評価広報課広報室
郵便番号：100-8926
住所：東京都千代田区霞が関2-1-2
代表電話：03-5253-5111
直通電話：03-5253-5171
web：http://www.soumu.go.jp
",無料,,,総務省大臣官房政策評価広報課広報室,100-8926,東京都千代田区霞が関2-1-2,03-5253-5111,,,,http://www.soumu.go.jp,直通電話：03-5253-5171
MIC005,総務省,国立研究開発法人情報通信研究機構,「磁場」ってなあに？ ,,"スピーカー工作で「磁場」を学ぼう！
・スピーカー工作
※時間と材料数の都合上、整理券を配付します。
",スピーカー工作⇒紙コップを使ったスピーカーを制作します。,1,,,,,,1,,,"《受付》
中央合同庁舎2号館１Fロビー",中央合同庁舎2号館,東京都千代田区霞が関2-1-2,35.67553,139.751833,30分,2017-08-02,2017-08-03,10:00,16:00,"スピーカー工作
①10時30分～11時
②12時～12時30分
③13時30分～14時
④15時～15時30分
",,,,,1,1,1,1,,,各回10名程度,不要,当日整理券配付,,"担当部署：総務省大臣官房政策評価広報課広報室
郵便番号：100-8926
住所：東京都千代田区霞が関2-1-2
代表電話：03-5253-5111
直通電話：03-5253-5171
web：http://www.soumu.go.jp
",無料,,,総務省大臣官房政策評価広報課広報室,100-8926,東京都千代田区霞が関2-1-2,03-5253-5111,,,,http://www.soumu.go.jp,直通電話：03-5253-5171
MIC007,総務省,国立研究開発法人情報通信研究機構 脳情報通信融合研究センター、（株）国際電気通信基礎技術研究所,AIスタンプラリー,,"・AIスタンプラリー（文部科学省、経済産業省と連携）（予定）
",,1,,,,,1,,,,"《受付》
中央合同庁舎2号館１Fロビー",中央合同庁舎2号館,東京都千代田区霞が関2-1-2,35.67553,139.751833,,2017-08-02,2017-08-03,10:30,16:00,,,,,,1,1,1,1,,保護者も対象,,不要,,,"担当部署：総務省大臣官房政策評価広報課広報室
郵便番号：100-8926
住所：東京都千代田区霞が関2-1-2
代表電話：03-5253-5111
直通電話：03-5253-5171
web：http://www.soumu.go.jp
",無料,,,総務省大臣官房政策評価広報課広報室,100-8926,東京都千代田区霞が関2-1-2,03-5253-5111,,,,http://www.soumu.go.jp,直通電話：03-5253-5171
MIC006,総務省,江崎グリコ（株）,プログラミングやってみよう！（仮称）,"ＧＬＩＣＯＤＥ体験会
おかしで学ぼう、おいしいプログラミング　","お菓子をルールに従って並べることで、遊びながらプログラミングの基礎的な考え方を学ぶことができるプログラミング教材「GLICODE®」を体験いただきます。
",,1,1,,,,,,,,"《受付》
中央合同庁舎2号館１Fロビー",中央合同庁舎2号館,東京都千代田区霞が関2-1-2,35.67553,139.751833,60分,"2017-8-2
2017-8-3","2017-8-2
2017-8-3","10:30
13:30","11:30
16:00","8月2日
10:30～11:30
8月3日
①13:30～14:30
②15:00～16:00",,,,,1,1,,,,,各回15人程度,不要,当日整理券配布予定,,"担当部署：総務省大臣官房政策評価広報課広報室
郵便番号：100-8926
住所：東京都千代田区霞が関2-1-2
代表電話：03-5253-5111
直通電話：03-5253-5171
web：http://www.soumu.go.jp
",無料,,,総務省大臣官房政策評価広報課広報室,100-8926,東京都千代田区霞が関2-1-2,03-5253-5111,,,,http://www.soumu.go.jp,直通電話：03-5253-5171
MIC013,総務省,西日本電信電話（株）,プログラミングやってみよう！（仮称）,"　パソコンを使わずにプログラミング？！
　―小中学生向け無料プログラミング入門講座「Ozobotで始めよう」
","　たこ焼きサイズの可愛いプログラミングロボット「Ozobot（オゾボット）」を使って、プログラミングの面白さを体感しましょう！
　プログラミングと言うとパソコンにむかってコードを書くイメージが思い浮かびますが、今回はパソコンやキーボードは使いません。必要なものは紙とペンだけ！
　「えっ？」と意外に思われた方も多いでしょう。
　Ozobot（オゾボット）とは、紙やタブレットに描かれた線の上を辿って動くライントレースロボットです。
　最大の特徴は、Ozobotへの命令の与え方にあります。
　カラーシールやカラーペン、タブレットを使って、簡単に命令を与えて自在にプログラムすることができます。
　キーボードを使わず、誰でも直観的に、思い通りに動かすことができます。
　さあ、紙とペンを使って、楽しみながらプログラミング的思考を身につけましょう！
",,1,1,,,,,1,,,"《受付》
中央合同庁舎2号館１Fロビー",中央合同庁舎2号館,東京都千代田区霞が関2-1-2,35.67553,139.751833,60分,2017-08-03,2017-08-03,10:30,11:30,10:30～11:30,,,,,,1,1,,,小学校3年生以上（中学生も可）,各回15人程度,不要,当日整理券配布予定,,"担当部署：総務省大臣官房政策評価広報課広報室
郵便番号：100-8926
住所：東京都千代田区霞が関2-1-2
代表電話：03-5253-5111
直通電話：03-5253-5171
web：http://www.soumu.go.jp
",無料,,,総務省大臣官房政策評価広報課広報室,100-8926,東京都千代田区霞が関2-1-2,03-5253-5111,,,,http://www.soumu.go.jp,直通電話：03-5253-5171
MIC008,総務省,電波適正利用推進協議会,デンパってなあに？～デンパの大切さを感じてみよう！,,"1 電子ブロックの組み立て
2 電波のお話と○×クイズで電波のルールを学ぶ
3 おもしろ電波教室の放映",デンパ君登場,1,1,,,,1,1,,,"《受付》
中央合同庁舎2号館１Fロビー",中央合同庁舎2号館,東京都千代田区霞が関2-1-2,35.67553,139.751833,15分,2017-08-02,2017-08-03,10:00,16:00,最終受付は15:30,,,,,1,1,1,,,,,不要,,,"担当部署：総務省大臣官房政策評価広報課広報室
郵便番号：100-8926
住所：東京都千代田区霞が関2-1-2
代表電話：03-5253-5111
直通電話：03-5253-5171
web：http://www.soumu.go.jp
",無料,,,総務省大臣官房政策評価広報課広報室,100-8926,東京都千代田区霞が関2-1-2,03-5253-5111,,,,http://www.soumu.go.jp,直通電話：03-5253-5171
MIC009,総務省,,「なるほど統計学園」に体験入学しよう！,,"・展示パネルを使った「統計クイズ」を実施します。
・データを使った白地図の塗り絵等簡単なワークを実施します。
・モニターやタブレット端末を使い、統計局で行っている統計調査やデータ利活用の取組等についての紹介を行います。",,1,1,,,,1,,,,"《受付》
中央合同庁舎2号館１Fロビー",中央合同庁舎2号館,東京都千代田区霞が関2-1-2,35.67553,139.751833,,2017-08-02,2017-08-03,10:00,16:00,,,,,,1,1,1,1,,保護者も対象,,不要,,,"担当部署：総務省大臣官房政策評価広報課広報室
郵便番号：100-8926
住所：東京都千代田区霞が関2-1-2
代表電話：03-5253-5111
直通電話：03-5253-5171
web：http://www.soumu.go.jp
",無料,,,総務省大臣官房政策評価広報課広報室,100-8926,東京都千代田区霞が関2-1-2,03-5253-5111,,,,http://www.soumu.go.jp,直通電話：03-5253-5171
MIC010,総務省,,消防士の仕事を体験してみよう！,,"地震動シミュレーターによる地震体験、ホースと筒先を使用した放水体験、応急手当体験、煙ハウスでの煙体験ができます。
（雨天の場合、一部のコーナーは中止となります。）",,1,1,1,,1,1,,,,"《受付》
中央合同庁舎2号館１Fロビー",中央合同庁舎2号館,東京都千代田区霞が関2-1-2,35.67553,139.751833,,2017-08-02,2017-08-03,10:00,16:00,,,,,,1,1,,,,保護者も対象,,不要,,,"担当部署：総務省大臣官房政策評価広報課広報室
郵便番号：100-8926
住所：東京都千代田区霞が関2-1-2
代表電話：03-5253-5111
直通電話：03-5253-5171
web：http://www.soumu.go.jp
",無料,,,総務省大臣官房政策評価広報課広報室,100-8926,東京都千代田区霞が関2-1-2,03-5253-5111,,,,http://www.soumu.go.jp,直通電話：03-5253-5171
MIC011,総務省,,ミニ消防服を着て記念撮影！,,ミニ消防服等を着て記念撮影を行えます。,,1,1,,,,,,,,"《受付》
中央合同庁舎2号館１Fロビー",中央合同庁舎2号館,東京都千代田区霞が関2-1-2,35.67553,139.751833,,2017-08-02,2017-08-03,10:00,16:00,,,,,,1,1,,,,,,不要,,,"担当部署：総務省大臣官房政策評価広報課広報室
郵便番号：100-8926
住所：東京都千代田区霞が関2-1-2
代表電話：03-5253-5111
直通電話：03-5253-5171
web：http://www.soumu.go.jp
",無料,,,総務省大臣官房政策評価広報課広報室,100-8926,東京都千代田区霞が関2-1-2,03-5253-5111,,,,http://www.soumu.go.jp,直通電話：03-5253-5171
MIC012,総務省,,話声ってどれくらいの音かな？,,"・リーフレットの配布
・政府広報番組及び政府広報インターネットＴＶを放映します。
・簡易騒音測定器で子どもの声を測定し、規制基準値を示しながら、騒音について説明します。",,1,1,,,,,,,,"《受付》
中央合同庁舎4号館１F共用会議室",中央合同庁舎4号館,東京都千代田区霞が関3-1-1,35.673104,139.748035,,2017-08-02,2017-08-02,10:00,16:00,,,,,1,1,1,1,1,,,,不要,,,"担当部署：総務省大臣官房政策評価広報課広報室
郵便番号：100-8926
住所：東京都千代田区霞が関2-1-2
代表電話：03-5253-5111
直通電話：03-5253-5171
web：http://www.soumu.go.jp
",無料,,,総務省大臣官房政策評価広報課広報室,100-8926,東京都千代田区霞が関2-1-2,03-5253-5111,,,,http://www.soumu.go.jp,直通電話：03-5253-5171
MOJ001,法務省,日本土地家屋調査士会連合会,「夏休みの自由研究にピッタリ！登記官（とうきかん）と土地家屋調査士（とちかおくちょうさし）のお仕事を体験しよう」,,"・測量機器（そくりょうきき）を使って，法務省の赤いれんがのたてものの高さや投げたボールの飛んだ距離（きょり）を測ってみよう。
・地面（じめん）のボタンは何だろう？みんなでいろんな地面のボタンを探してスタンプを集めよう。
・昔（むかし）の地図と今（いま）の地図を重ね合わせて，ちがいをみつけてみよう。
・人気キャラクターといっしょに写真（しゃしん）をとろう。",,1,1,1,,,1,,,,法務省西玄関（赤れんが棟側入口）,法務省旧本館（赤れんが棟）,東京都千代田区霞が関1-1-1,35.6765,139.753137,,2017-08-02,2017-08-03,10:00,16:00,,,,,1,1,1,1,1,1,,,不要,,,"担当部署：法務省大臣官房秘書課広報室
郵便番号：100-8977
住所：東京都千代田区霞が関1-1-1
代表電話：03-3580-4111（内線2053・2048)
fax：03-3592-7728
web：http://www.moj.go.jp/hisho/kouhou/hisho06_00431.html",無料,,,法務省大臣官房秘書課広報室,100-8977,東京都千代田区霞が関1-1-1,03-3580-4111,03-3592-7728,2053・2048,,http://www.moj.go.jp/hisho/kouhou/hisho06_00431.html,
